id,nama,tipe_kode,tipe_label,lat,lon
aplicares_3956,KLAKAH,0,Puskesmas (kode 0),-7.991805014732367,113.2480088729858
aplicares_3957,KEDUNGJAJANG,0,Puskesmas (kode 0),-8.050975148139763,113.23630979514124
aplicares_3958,RANUYOSO,0,Puskesmas (kode 0),-7.948393282205613,113.26091148710518
aplicares_3959,RANDUAGUNG,0,Puskesmas (kode 0),-8.071290622557784,113.30545597553252
aplicares_3960,YOSOWILANGUN,0,Puskesmas (kode 0),-8.232883051703208,113.30971346759799
aplicares_3961,KUNIR,0,Puskesmas (kode 0),-8.21967,113.226
aplicares_3962,TEKUNG,1,Puskesmas (kode 1),-8.174893445590797,113.28101562929153
aplicares_3963,JATIROTO,1,Puskesmas (kode 1),-8.120237625461497,113.35868886375427
aplicares_3964,SUMBERSARI,1,Puskesmas (kode 1),-8.18625004722025,113.30492050552371
aplicares_3965,PASIRIAN,1,Puskesmas (kode 1),-8.220097087177617,113.1166754527092
aplicares_3966,BADES,1,Puskesmas (kode 1),-8.23685355404532,113.09265405273437
aplicares_3967,TEMPEH,1,Puskesmas (kode 1),-8.203142208494334,113.17547495758537
aplicares_3968,GESANG,1,Puskesmas (kode 1),-8.179134241911143,113.14767143630984
aplicares_3969,CANDIPURO,1,Puskesmas (kode 1),-8.190814950578941,113.07736880373956
aplicares_3970,PENANGGAL,1,Puskesmas (kode 1),-8.141000448409063,113.04398927116394
aplicares_3971,PRONOJIWO,1,Puskesmas (kode 1),-8.211416958314521,112.94395471060275
aplicares_3972,TEMPURSARI,1,Puskesmas (kode 1),-8.292448391656357,112.97303218650815
aplicares_3973,WIJAYA OPTIK,O,Optik,-8.13354,113.22
aplicares_3974,SAHABAT OPTIK,O,Optik,-8.12873,113.223
aplicares_3975,RS BHAYANGKARA LUMAJANG,R,Rumah Sakit,-8.132787646533034,113.22190612268449
aplicares_3976,"DR HARYOTO LUMAJANG, RSUD",R,Rumah Sakit,-8.121882935715336,113.22758157539364
aplicares_3977,"TRIWORO S, DR",U,Praktik Dokter,-8.13583,113.228
aplicares_3978,PUSKESMAS SUMBERMALANG,0,Puskesmas (kode 0),-7.84784,113.705
aplicares_3979,PUSKESMAS JATIBANTENG,0,Puskesmas (kode 0),-7.780189863417988,113.68353029489519
aplicares_3980,PUSKESMAS BESUKI,0,Puskesmas (kode 0),-7.73703,113.689
aplicares_3981,PUSKESMAS SUBOH,0,Puskesmas (kode 0),-7.75831,113.729
aplicares_3982,PUSKESMAS MLANDINGAN,0,Puskesmas (kode 0),-7.7403,113.767
aplicares_3983,PUSKESMAS KENDIT,0,Puskesmas (kode 0),-7.73418,113.926
aplicares_3984,PUSKESMAS PANARUKAN,0,Puskesmas (kode 0),-7.702586762590095,113.95622081828117
aplicares_3985,PUSKESMAS SITUBONDO,0,Puskesmas (kode 0),-7.68612,114.008
aplicares_3986,PUSKESMAS PANJI,0,Puskesmas (kode 0),-7.69564,114.034
aplicares_3987,PUSKESMAS MANGARAN,1,Puskesmas (kode 1),-7.62989,114.023
aplicares_3988,PUSKESMAS KAPONGAN,1,Puskesmas (kode 1),-7.69064,114.065
aplicares_3989,PUSKESMAS ARJASA,1,Puskesmas (kode 1),-7.731913029637538,114.13968349933627
aplicares_3990,PUSKESMAS JANGKAR,1,Puskesmas (kode 1),-7.7381618398681935,114.20983168792725
aplicares_3991,PUSKESMAS ASEMBAGUS,1,Puskesmas (kode 1),-7.751856756883149,114.19249373304841
aplicares_3992,PUSKESMAS BANYUPUTIH,1,Puskesmas (kode 1),-7.87721,114.301
aplicares_3993,PUSKESMAS BANYUGLUGUR,1,Puskesmas (kode 1),-7.72421,113.609
aplicares_3994,PUSKESMAS BUNGATAN,1,Puskesmas (kode 1),-7.738726103787532,113.79886729526591
aplicares_3995,OPTIK ISTANA,O,Optik,-7.709041,114.008928
aplicares_3996,OPTIK INTERNASIONAL SITUBONDO,O,Optik,-7.705075,114.01071
aplicares_3997,RSUD dr. ABDOER RAHEM,R,Rumah Sakit,-7.69534,113.996
aplicares_3998,dr. SITI AMINAH,U,Praktik Dokter,-7.7049457627596345,113.99935719776151
aplicares_3999,dr. G.M CANDRAWATI,U,Praktik Dokter,-7.701023741076993,114.00729664492914
aplicares_4000,PUSKESMAS NANGKAAN,0,Puskesmas (kode 0),-7.931194990335117,113.81184979629516
aplicares_4001,PUSKESMAS KOTAKULON,0,Puskesmas (kode 0),-7.90767,113.813
aplicares_4002,PUSKESMAS KADEMANGAN,0,Puskesmas (kode 0),-7.917376767031992,113.83231113624574
aplicares_4003,PUSKESMAS TENGGARANG,0,Puskesmas (kode 0),-7.9094780632329,113.85155521727
aplicares_4004,PUSKESMAS TEGALAMPEL,0,Puskesmas (kode 0),-7.90198,113.826
aplicares_4005,PUSKESMAS TAMAN KROCOK,0,Puskesmas (kode 0),-7.876933218469836,113.88173847770692
aplicares_4006,PUSKESMAS WRINGIN,0,Puskesmas (kode 0),-7.8267436147918374,113.76047743320467
aplicares_4007,PUSKESMAS CURAHDAMI,0,Puskesmas (kode 0),-7.913033835048753,113.79210192394255
aplicares_4008,PUSKESMAS BINAKAL,0,Puskesmas (kode 0),-7.89823052415689,113.76829571354388
aplicares_4009,PUSKESMAS GRUJUGAN,0,Puskesmas (kode 0),-7.97624984390865,113.79711533498767
aplicares_4010,PUSKESMAS MAESAN,0,Puskesmas (kode 0),-8.03225,113.776
aplicares_4011,PUSKESMAS TAMANAN,0,Puskesmas (kode 0),-8.01910450604157,113.8219002435207
aplicares_4012,PUSKESMAS JAMBESARI,0,Puskesmas (kode 0),-7.979158495751191,113.84077247619626
aplicares_4013,PUSKESMAS PUJER,0,Puskesmas (kode 0),-7.977630470243272,113.8944005262852
aplicares_4014,PUSKESMAS TLOGOSARI,1,Puskesmas (kode 1),-7.98659,113.919
aplicares_4015,PUSKESMAS WONOSARI,1,Puskesmas (kode 1),-7.883498186985836,113.89812559986116
aplicares_4016,PUSKESMAS TAPEN,1,Puskesmas (kode 1),-7.856031206036688,113.93170273876191
aplicares_4017,PUSKESMAS SUKOSARI,1,Puskesmas (kode 1),-7.94433313477926,113.96502908420561
aplicares_4018,PUSKESMAS SUMBERWRINGIN,1,Puskesmas (kode 1),-7.979350624961349,113.99336699867247
aplicares_4019,PUSKESMAS KLABANG,1,Puskesmas (kode 1),-7.832060699839722,113.95350781464577
aplicares_4020,PUSKESMAS SEMPOL,1,Puskesmas (kode 1),-8.00782,114.148
aplicares_4021,PUSKESMAS PRAJEKAN,1,Puskesmas (kode 1),-7.8038874821128035,113.9758752772808
aplicares_4022,PUSKESMAS BOTOLINGGO,1,Puskesmas (kode 1),-7.82598,113.988
aplicares_4023,PUSKESMAS CERMEE,1,Puskesmas (kode 1),-7.780449999999985,114.03080688095096
aplicares_4024,PUSKESMAS PAKEM,1,Puskesmas (kode 1),-7.855936859280618,113.75261912631986
aplicares_4025,OPTIK INTERNASIONAL BONDOWOSO,O,Optik,-7.912897,113.831163
aplicares_4026,OPTIK CALGIN,O,Optik,-7.915217849351628,113.82678974199393
aplicares_4027,RSU dr. H. KOESNADI BONDOWOSO,R,Rumah Sakit,-7.918870098315731,113.81461154365536
aplicares_4028,dr. VM.PURWANTO S.,U,Praktik Dokter,-7.91366,113.844
aplicares_4029,PUSKESMAS WONGSOREJO,0,Puskesmas (kode 0),-7.98935,114.402
aplicares_4030,PUSKESMAS BAJULMATI,0,Puskesmas (kode 0),-7.93848,114.39
aplicares_4031,PUSKESMAS KELIR,0,Puskesmas (kode 0),-8.167845397492357,114.33119714927675
aplicares_4032,PUSKESMAS KLATAK,0,Puskesmas (kode 0),-8.17319,114.385
aplicares_4033,PUSKESMAS MOJOPANGGUNG,0,Puskesmas (kode 0),-8.22039,114.355
aplicares_4034,PUSKESMAS PASPAN,0,Puskesmas (kode 0),-8.22151,114.305
aplicares_4035,PUSKESMAS LICIN,0,Puskesmas (kode 0),-8.19789,114.273
aplicares_4036,PUSKESMAS SOBO,0,Puskesmas (kode 0),-8.23561,114.359
aplicares_4037,PUSKESMAS SINGOTRUNAN,0,Puskesmas (kode 0),-8.19684,114.372
aplicares_4038,PUSKESMAS KERTOSARI,0,Puskesmas (kode 0),-8.22635,114.375
aplicares_4039,PUSKESMAS KABAT,0,Puskesmas (kode 0),-8.27755,114.317
aplicares_4040,PUSKESMAS BADEAN,0,Puskesmas (kode 0),-8.27496,114.322
aplicares_4041,PUSKESMAS GITIK,0,Puskesmas (kode 0),-8.30116,114.299
aplicares_4042,PUSKESMAS GLADAG,0,Puskesmas (kode 0),-8.33488,114.284
aplicares_4043,PUSKESMAS SINGOJURUH,0,Puskesmas (kode 0),-8.31076,114.238
aplicares_4044,PUSKESMAS GENDOH,0,Puskesmas (kode 0),-8.30426,114.207
aplicares_4045,PUSKESMAS SONGGON,0,Puskesmas (kode 0),-8.234319381771725,114.20284979629517
aplicares_4046,PUSKESMAS KEBAMAN,0,Puskesmas (kode 0),-8.40107,114.26
aplicares_4047,PUSKESMAS PARIJATAHKULON,0,Puskesmas (kode 0),-8.36208,114.235
aplicares_4048,PUSKESMAS WONOSOBO,0,Puskesmas (kode 0),-8.37115,114.285
aplicares_4049,PUSKESMAS KEDUNGREJO,1,Puskesmas (kode 1),-8.43438,114.336
aplicares_4050,PUSKESMAS SUMBERBERAS,1,Puskesmas (kode 1),-8.48406,114.315
aplicares_4051,PUSKESMAS TAPANREJO,1,Puskesmas (kode 1),-8.47142,114.318
aplicares_4052,PUSKESMAS TEMBOKREJO,1,Puskesmas (kode 1),-8.41164,114.322
aplicares_4053,PUSKESMAS TEGALDLIMO,1,Puskesmas (kode 1),-8.51327,114.282
aplicares_4054,PUSKESMAS KEDUNGWUNGU,1,Puskesmas (kode 1),-8.4477,114.308
aplicares_4055,PUSKESMAS PURWOHARJO,1,Puskesmas (kode 1),-8.47493,114.226
aplicares_4056,PUSKESMAS GRAJAGAN,1,Puskesmas (kode 1),-8.44652,114.308
aplicares_4057,PUSKESMAS BENCULUK,1,Puskesmas (kode 1),-8.47142,114.242
aplicares_4058,PUSKESMAS TAMPO,1,Puskesmas (kode 1),-8.45613,114.235
aplicares_4059,PUSKESMAS JAJAG,1,Puskesmas (kode 1),-8.43899,114.192
aplicares_4060,PUSKESMAS TEGALSARI,1,Puskesmas (kode 1),-8.42817,114.142
aplicares_4061,PUSKESMAS GENTENGKULON,1,Puskesmas (kode 1),-8.36672,114.147
aplicares_4062,PUSKESMAS KARANGSARI,1,Puskesmas (kode 1),-8.34186,114.186
aplicares_4063,PUSKESMAS SEMPU,1,Puskesmas (kode 1),-8.31266,114.147
aplicares_4064,PUSKESMAS KEMBIRITAN,1,Puskesmas (kode 1),-8.35807,114.162
aplicares_4065,PUSKESMAS SEPANJANG,1,Puskesmas (kode 1),-8.30843,114.052
aplicares_4066,PUSKESMAS TULUNGREJO,1,Puskesmas (kode 1),-8.30102,114.073
aplicares_4067,PUSKESMAS KALIBARU KULON,1,Puskesmas (kode 1),-8.28864,113.98
aplicares_4068,PUSKESMAS KEBONDALEM,1,Puskesmas (kode 1),-8.48535044695703,114.14006772232058
aplicares_4069,PUSKESMAS SAMBIREJO,1,Puskesmas (kode 1),-8.51191,114.173
aplicares_4070,PUSKESMAS PESANGGARAN,1,Puskesmas (kode 1),-8.557,114.052
aplicares_4071,PUSKESMAS SILIRAGUNG,1,Puskesmas (kode 1),-8.49971,114.09
aplicares_4072,PUSKESMAS SUMBERAGUNG,1,Puskesmas (kode 1),-8.56433,114.062
aplicares_4073,IFRS RSUD BLAMBANGAN,A,Apotek/IFRS,-8.20807,114.365993
aplicares_4074,IFRS RSUD GENTENG,A,Apotek/IFRS,-8.365759,114.163697
aplicares_4075,APOTIK BANYUWANGI,A,Apotek/IFRS,-8.2078299,114.371152
aplicares_4076,IFRS RSU BHAKTI HUSADA,A,Apotek/IFRS,-8.2951330187782,114.02884845767
aplicares_4077,OPTIK BIMA SAKTI,O,Optik,-8.211764107835613,114.37199951422508
aplicares_4078,RS AL HUDA,R,Rumah Sakit,-8.37649,114.146
aplicares_4079,RSUD BLAMBANGAN,R,Rumah Sakit,-8.20807,114.366
aplicares_4080,RSUD GENTENG,R,Rumah Sakit,-8.36576,114.164
aplicares_4081,RSU BHAKTI HUSADA,R,Rumah Sakit,-8.29514,114.029
aplicares_4082,dr. HARIJANTO WINARKO,U,Praktik Dokter,-8.21632,114.364
aplicares_4083,KEMAYORAN,0,Puskesmas (kode 0),-7.0399,112.741
aplicares_4084,BURNEH,0,Puskesmas (kode 0),-7.05464,112.787
aplicares_4085,SOCAH,0,Puskesmas (kode 0),-7.09219,112.708
aplicares_4086,JADDIH,0,Puskesmas (kode 0),-7.07964,112.75
aplicares_4087,KAMAL,0,Puskesmas (kode 0),-7.16418,112.721
aplicares_4088,SUKOLILO,0,Puskesmas (kode 0),-7.15822,112.789
aplicares_4089,KWANYAR,0,Puskesmas (kode 0),-7.15591,112.858
aplicares_4090,TRAGAH,0,Puskesmas (kode 0),-7.09902,112.826
aplicares_4091,TANAH MERAH,0,Puskesmas (kode 0),-7.08877,112.886
aplicares_4092,KEDUNGDUNG,0,Puskesmas (kode 0),-7.21088,113.035
aplicares_4093,MODUNG,0,Puskesmas (kode 0),-7.18634,112.935
aplicares_4094,BLEGA,1,Puskesmas (kode 1),-7.12684,113.067
aplicares_4095,KONANG,1,Puskesmas (kode 1),-7.07602,113.09
aplicares_4096,GALIS,1,Puskesmas (kode 1),-7.110976122129796,112.96031142711638
aplicares_4097,BANJAR,1,Puskesmas (kode 1),-7.07299,112.907
aplicares_4098,AROSBAYA,1,Puskesmas (kode 1),-6.9396,112.835
aplicares_4099,TONGGUH,1,Puskesmas (kode 1),-6.9509051145263205,112.84797781753537
aplicares_4100,GEGER,1,Puskesmas (kode 1),-6.9917,112.942
aplicares_4101,KLAMPIS,1,Puskesmas (kode 1),-6.89572,112.9
aplicares_4102,SEPULU,1,Puskesmas (kode 1),-6.89188,112.958
aplicares_4103,KOKOP,1,Puskesmas (kode 1),-6.94264,113.03
aplicares_4104,TANJUNG BUMI,1,Puskesmas (kode 1),-6.89073,113.007
aplicares_4105,APOTIK YAKERSUDA,A,Apotek/IFRS,-7.029975841246941,112.75944778500293
aplicares_4106,IFRSUD BANGKALAN,A,Apotek/IFRS,-7.02865,112.76
aplicares_4107,OPTIK MULTI,O,Optik,-7.0390738878290975,112.74092489814755
aplicares_4108,OPTIK KRATON,O,Optik,-7.03063,112.752
aplicares_4109,PUTRA JAYA OPTIK,O,Optik,-7.02489,112.75
aplicares_4110,RSUD BANGKALAN,R,Rumah Sakit,-7.0289055569650625,112.75977469444277
aplicares_4111,dr. RONA ANANTO,U,Praktik Dokter,-7.02707,112.752
aplicares_4112,KAMONING,0,Puskesmas (kode 0),-7.1831,113.235
aplicares_4113,BANYUANYAR,0,Puskesmas (kode 0),-7.20345,113.246
aplicares_4114,OMBEN,0,Puskesmas (kode 0),-7.11221,113.322
aplicares_4115,CAMPLONG,0,Puskesmas (kode 0),-7.215892431885942,113.31977227306366
aplicares_4116,TANJUNG,0,Puskesmas (kode 0),-7.21685,113.387
aplicares_4117,TORJUN,0,Puskesmas (kode 0),-7.15937,113.203
aplicares_4118,JRENGIK,0,Puskesmas (kode 0),-7.12291119601551,113.13380647468566
aplicares_4119,SRESEH,0,Puskesmas (kode 0),-7.21413,113.043
aplicares_4120,KEDUNGDUNG,0,Puskesmas (kode 0),-7.09106,113.253
aplicares_4121,JARANGOAN,0,Puskesmas (kode 0),-7.1122,113.282
aplicares_4122,TAMBELANGAN,0,Puskesmas (kode 0),-7.06524,113.165
aplicares_4123,ROBATAL,0,Puskesmas (kode 0),-6.99872,113.281
aplicares_4124,KARANGPENANG,0,Puskesmas (kode 0),-7.0094,113.381
aplicares_4125,KETAPANG,1,Puskesmas (kode 1),-6.89453,113.296
aplicares_4126,BUNTEN BARAT,1,Puskesmas (kode 1),-6.94312,113.276
aplicares_4127,BANYUATES,1,Puskesmas (kode 1),-6.89776,113.152
aplicares_4128,BRINGKONENG,1,Puskesmas (kode 1),-6.90342,113.21
aplicares_4129,BATULENGER,1,Puskesmas (kode 1),-6.88988,113.388
aplicares_4130,TAMBERU BARAT,1,Puskesmas (kode 1),-6.89263,113.45
aplicares_4131,JAYA OPTIK SAMPANG,O,Optik,-7.19909,113.25
aplicares_4132,SUN JAYA OPTIK SAMPANG,O,Optik,-7.1935,113.251
aplicares_4133,RSUD SAMPANG,R,Rumah Sakit,-7.196903221546337,113.2436566772461
aplicares_4134,dr. BHAKTI SETIYO TUNGGAL,U,Praktik Dokter,-7.19392,113.239
aplicares_4135,"dr. TRI BUDI WALUYO, M.Si",U,Praktik Dokter,-7.18652,113.236
aplicares_4136,dr. INTAN RETNOSARI,U,Praktik Dokter,-7.20122,113.239
aplicares_4137,GANDING,0,Puskesmas (kode 0),-7.040816476177217,113.69015092503814
aplicares_4138,RAAS,0,Puskesmas (kode 0),-7.14222,114.549
aplicares_4139,BLUTO,0,Puskesmas (kode 0),-7.10488,113.812
aplicares_4140,PASONGSONGAN,0,Puskesmas (kode 0),-6.88909,113.648
aplicares_4141,LENTENG,0,Puskesmas (kode 0),-7.031376111120428,113.78037550926207
aplicares_4142,MONCEH TENGAH,0,Puskesmas (kode 0),-7.06806,113.745
aplicares_4143,AMBUNTEN,0,Puskesmas (kode 0),-6.89267,113.742
aplicares_4144,MASALEMBU,0,Puskesmas (kode 0),-5.56174,114.43
aplicares_4145,SARONGGI,0,Puskesmas (kode 0),-7.081756765061197,113.82871883201598
aplicares_4146,BATU PUTIH,0,Puskesmas (kode 0),-6.9157,113.922
aplicares_4147,MANDING,1,Puskesmas (kode 1),-6.959846101332397,113.86940769577028
aplicares_4148,KALIANGET,1,Puskesmas (kode 1),-7.038977321094725,113.90019533729551
aplicares_4149,GAPURA,1,Puskesmas (kode 1),-6.99733,113.958
aplicares_4150,RUBARU,1,Puskesmas (kode 1),-6.95822,113.753
aplicares_4151,DUNGKEK,1,Puskesmas (kode 1),-6.976875727175326,114.09398558312651
aplicares_4152,BATANG-BATANG,1,Puskesmas (kode 1),-6.94648,113.999
aplicares_4153,LEGUNG TIMUR,1,Puskesmas (kode 1),-6.9144,114.036
aplicares_4154,PANDIAN,1,Puskesmas (kode 1),-7.00488,113.852
aplicares_4155,PAMOLOKAN,1,Puskesmas (kode 1),-7.00178,113.87
aplicares_4156,SAPEKEN,1,Puskesmas (kode 1),-7.00357,115.707
aplicares_4157,PRAGAAN,1,Puskesmas (kode 1),-7.11072,113.661
aplicares_4158,GULUK-GULUK,1,Puskesmas (kode 1),-7.05549,113.674
aplicares_4159,ARJASA,2,Puskesmas (kode 2),-6.861020422443352,115.28597899245943
aplicares_4160,GAYAM,2,Puskesmas (kode 2),-7.1647474197567105,114.3299325315952
aplicares_4161,DASUK,2,Puskesmas (kode 2),-6.895933270797137,113.80420183622836
aplicares_4162,TALANGO,2,Puskesmas (kode 2),-7.063966902115776,113.95284804201125
aplicares_4163,GILIGENTING,2,Puskesmas (kode 2),-7.190486799633988,113.8980536441803
aplicares_4164,NONGGUNONG,2,Puskesmas (kode 2),-7.08001,114.279
aplicares_4165,APOTIK PRIMA SUMENEP,A,Apotek/IFRS,-7.01061718898756,113.86400377944565
aplicares_4166,INSTALSI FARMASI RSUD SUMENEP,A,Apotek/IFRS,-7.015354435730173,113.86434554100035
aplicares_4167,IF RSI GARAM KALIANGET,A,Apotek/IFRS,-7.0470010261330325,113.93023727393151
aplicares_4168,INTERNASIONAL OPTIK SUMENEP,O,Optik,-7.01324,113.859
aplicares_4169,OPTIK JAYA SUMENEP,O,Optik,-7.02748,113.854
aplicares_4170,OPTIK RAKHMA,O,Optik,-7.014066,113.861746
aplicares_4171,RSUD SUMENEP,R,Rumah Sakit,-7.015365084244219,113.8643562698364
aplicares_4172,RSI GARAM KALIANGET,R,Rumah Sakit,-7.047054099118704,113.9301971423626
aplicares_4173,dr. ELIZABETH SINTA PRAHARA O,U,Praktik Dokter,-7.010547507004649,113.86409924173353
aplicares_4174,dr. Hj. JETTY NURDYAH NINGRUM,U,Praktik Dokter,-7.01222,113.866
aplicares_4175,dr. H. MOH. SALEH AS.,U,Praktik Dokter,-7.00579,113.854
aplicares_4176,"dr. H. HARI PURWANTO, M.Kes",U,Praktik Dokter,-7.005907529884451,113.86810344043222
aplicares_4177,dr. H. MIFTAHORRAHMAN,U,Praktik Dokter,-7.00189,113.859
aplicares_4178,PROPPO,0,Puskesmas (kode 0),-7.12607,113.41
aplicares_4179,PANAGUAN,0,Puskesmas (kode 0),-7.11943,113.385
aplicares_4180,TLANAKAN,0,Puskesmas (kode 0),-7.219273562182056,113.44613503837589
aplicares_4181,PADEMAWU,0,Puskesmas (kode 0),-7.17303,113.513
aplicares_4182,SOPA AH,0,Puskesmas (kode 0),-7.20055,113.493
aplicares_4183,LARANGAN,0,Puskesmas (kode 0),-7.13076,113.534
aplicares_4184,TALANG,0,Puskesmas (kode 0),-7.1347,113.594
aplicares_4185,GALIS,0,Puskesmas (kode 0),-7.15272,113.552
aplicares_4186,PALENGAAN,0,Puskesmas (kode 0),-7.06164,113.435
aplicares_4187,PEGANTENAN,0,Puskesmas (kode 0),-7.04087,113.485
aplicares_4188,BULANGAN HAJI,0,Puskesmas (kode 0),-7.06464,113.518
aplicares_4189,PAKONG,0,Puskesmas (kode 0),-7.04453,113.557
aplicares_4190,KADUR,0,Puskesmas (kode 0),-7.098781265122901,113.5571832165718
aplicares_4191,PASEAN,0,Puskesmas (kode 0),-6.89581,113.571
aplicares_4192,WARU,0,Puskesmas (kode 0),-6.94163,113.544
aplicares_4193,TAMPOJUNG PREGI,0,Puskesmas (kode 0),-6.98177,113.54
aplicares_4194,BATUMARMAR,1,Puskesmas (kode 1),-6.90051,113.486
aplicares_4195,TEJA,1,Puskesmas (kode 1),-7.167851934967495,113.46767813491823
aplicares_4196,KOWEL,1,Puskesmas (kode 1),-7.13559,113.487
aplicares_4197,BANDARAN,1,Puskesmas (kode 1),-7.21607,113.396
aplicares_4198,APOTIK SETIA,A,Apotek/IFRS,-7.15774601910299,113.4844739563793
aplicares_4199,LAB KLINIK MEDIKA,L,Laboratorium,-7.157742381813455,113.48447627427518
aplicares_4200,OPTIK STAR,O,Optik,-7.16199,113.482
aplicares_4201,OPTIK JAYA PAMEKASAN,O,Optik,-7.16187,113.482
aplicares_4202,SUN JAYA OPTIK PAMEKASAN,O,Optik,-7.16245,113.482
aplicares_4203,RSUD dr. H. SLAMET M PAMEKASAN,R,Rumah Sakit,-7.183884619501596,113.47757486986679
aplicares_4204,RSU MOHAMMAD NOER PAMEKASAN,R,Rumah Sakit,-7.157066251583429,113.49088198280336
aplicares_4205,dr. DWI WIJONO,U,Praktik Dokter,-7.15981,113.486
aplicares_4206,dr. FARIDA ISMINARTI,U,Praktik Dokter,-7.1662,113.481
aplicares_4207,"dr. SISWANTO PABIDANG, SH, MM",U,Praktik Dokter,-7.16367,113.494
aplicares_4208,BATU,0,Puskesmas (kode 0),-7.87128,112.514
aplicares_4209,BUMIAJI,0,Puskesmas (kode 0),-7.864460163162236,112.53959266662599
aplicares_4210,BEJI,0,Puskesmas (kode 0),-7.888159865282207,112.54349956488609
aplicares_4211,JUNREJO,0,Puskesmas (kode 0),-7.91249,112.578
aplicares_4212,IF RS BAPTIS,A,Apotek/IFRS,-7.9064128340977575,112.5381687939453
aplicares_4213,"Naslihah, AMd. Keb",J,Praktik Bidan,-7.903155692167,112.59584165218
aplicares_4214,"Agustin Wulansari, AMd. Keb",J,Praktik Bidan,-7.44692812874319,112.69251919391631
aplicares_4215,PUTOYAH. SST,J,Praktik Bidan,-7.6887539700496985,112.31007709208195
aplicares_4216,"SITI ZULAIKAH, A.Md. Keb",J,Praktik Bidan,-7.5937400709905,112.27690653962
aplicares_4217,Luluk Jannah Amd.Keb,J,Praktik Bidan,-8.123068732499565,113.806585437088
aplicares_4218,"SRI INDAH WAHYUNINGSIH, SST.",J,Praktik Bidan,-7.5742345296416635,112.26539886596679
aplicares_4219,"Nurul Hidayati Fitria, Amd.Keb",J,Praktik Bidan,-8.165657449149373,113.45572031143188
aplicares_4220,"Sarikem alias Pujiartatik,AMd. Keb",J,Praktik Bidan,-8.03101021597831,111.92676998990547
aplicares_4221,"NAFSUL MUSLICHAH, S.Tr.Keb.Bd",J,Praktik Bidan,-7.44618344417262,112.7087438762474
aplicares_4222,"TRISWATI SASMITO,S.ST.Bd",J,Praktik Bidan,-8.0848917006681,111.96134767535
aplicares_4223,MUYATI DWI ASTUTI,J,Praktik Bidan,-8.0713694138201,111.8454735637
aplicares_4224,"Dewi Sinar Kumalasari, S.S.T",J,Praktik Bidan,-7.639697334941293,112.23050064447402
aplicares_4225,"YAYUK WAHYU SETIANINGSIH, STr.Keb",J,Praktik Bidan,-8.115548858146205,112.04007185104369
aplicares_4226,"ARIK WIDYAWATI, SST.Keb",J,Praktik Bidan,-8.146639120175077,112.04774028661727
aplicares_4227,"Al Usnaini, A.md.Keb",J,Praktik Bidan,-7.263990582097339,112.66013420227046
aplicares_4228,"sunarimah, S.Tr Keb. Bdn.",J,Praktik Bidan,-8.082536220991818,111.96265257003783
aplicares_4229,Ni Gusti Ayu Komang S Amd.Keb.,J,Praktik Bidan,-7.2477814160196,112.60900056961
aplicares_4230,"Latiefatus Salaamah, AMd.Keb",J,Praktik Bidan,-8.201774644855277,113.61304796340941
aplicares_4231,"Umu Imaroh, AMd.Keb ",J,Praktik Bidan,-8.204323220568305,113.62652338150023
aplicares_4232,"SULTANA BASALAMAH, A.MD. KEB.",J,Praktik Bidan,-7.282657538269278,112.74370647075648
aplicares_4233,"LIA RUBIT KRISTALINA, Amd Keb",J,Praktik Bidan,-7.321127745110155,112.79686248901362
aplicares_4234,"Wolita G. Gani, A.Md Keb",J,Praktik Bidan,-7.271791633669391,112.76253021362304
aplicares_4235,"Sri Herlies, A.Md.Keb",J,Praktik Bidan,-7.2735104010326,112.7697829068
aplicares_4236,Sri Sutanti Waryune SST. Bd,J,Praktik Bidan,-7.422661399749068,111.43957353237151
aplicares_4237,"SUFIATI, A.MD.KEB",J,Praktik Bidan,-7.225387754733336,112.7693322956848
aplicares_4238,SITI KUDLIYAH,J,Praktik Bidan,-8.102728634934605,111.87128580215453
aplicares_4239,"Farida Hajri, A.Md.Keb",J,Praktik Bidan,-7.2276761313478,112.74415976408
aplicares_4240,"ERNIWATI, SST",J,Praktik Bidan,-7.199757145838613,113.5379246533203
aplicares_4241,"DOMINGAS M.L.S.O, SST",J,Praktik Bidan,-7.228777741073625,112.75998211505889
aplicares_4242,"SUDJIATI  FERDINANDUS,SST.,MM",J,Praktik Bidan,-7.27201579217,112.72376491728
aplicares_4243,"Ina Rosalina, A.Md.Keb",J,Praktik Bidan,-7.2229450329567415,112.75630614760398
aplicares_4244,sri purwaningsih,J,Praktik Bidan,-7.2162767078542,113.40540207031
aplicares_4245,YUNIS RAHARDIAN,J,Praktik Bidan,-7.5012534366142285,112.69107348325728
aplicares_4246,"Ambrosia Maria Fatma Hagul, A.Md.Keb",J,Praktik Bidan,-7.286339753759,112.69421971443
aplicares_4247,Isti Bunawanti Amd.Keb,J,Praktik Bidan,-8.111608302808934,111.14865577819823
aplicares_4248,"Rina Anjarwati, S.ST",J,Praktik Bidan,-7.6934973132783675,112.88200653198241
aplicares_4249,"Iin Rusdiana, A.Md. Keb.",J,Praktik Bidan,-7.707770881147271,112.85952962043761
aplicares_4250,"Bdn.Sundus,S.Keb",J,Praktik Bidan,-8.201498548172,114.37576091888
aplicares_4251,"Huzaimah,S.ST",J,Praktik Bidan,-7.921225730682033,113.85277911129026
aplicares_4252,Lisdiana wulandari Amd.Keb,J,Praktik Bidan,-7.6479449438907015,112.70070931914329
