kategori,sumber,nama,detail,alamat,kecamatan,kabupaten,lat,lon
madrasah,madrasah,MI Swasta,MI,,,,-8.02313000015,112.02118
madrasah,madrasah,MI Swasta,MI sunan ampel,,,,-7.53171000022,112.6773
madrasah,madrasah,MI Swasta,MI Al Muttaqin,,,,-8.39234000039,114.14617
madrasah,madrasah,MI Swasta,MI ISLAMIYAH PODANG,,,,-6.96710999983,111.76762
madrasah,madrasah,MI Swasta,batas 005 Rt 1 Rw 29,,,,-7.74184000022,112.23378
madrasah,madrasah,MI Swasta,Mi ngingas,,,,-8.07228999998,111.68204
madrasah,madrasah,MI Swasta,MI MPI,,,,-7.92586000034,112.0177
madrasah,madrasah,MA Swasta,MA Almuwazanah,,,,-7.88153000021,112.11835
madrasah,madrasah,MI Swasta,Yayasan pendidikan KHM.Kholil,,,,-7.22368000013,112.75431
madrasah,madrasah,MI Swasta,MI Miftahul Ulum,,,,-7.51392999957,112.17857
madrasah,madrasah,MI Swasta,Tk KHM.Kholil,,,,-7.22366999967,112.75425
madrasah,madrasah,MI Swasta,MI sirojul hasan,,,,-7.85643000014,113.49828
madrasah,madrasah,MI Swasta,MI. Muhyidin,,,,-7.16005000031,112.45998
madrasah,madrasah,MI Swasta,MADRASAH IBTIDAIYAH,,,,-7.8259999998,113.52729
madrasah,madrasah,MI Swasta,MI nurul islam,,,,-7.89294000028,113.26504
madrasah,madrasah,MTs Swasta,MTS DARUSSALAM,,,,-8.29820000013,112.80386
madrasah,madrasah,MTs Swasta,SMP ABU HURAIRAH SASEEL,,,,-7.09366000001,115.76344
madrasah,madrasah,MTs Swasta,Mts. Miftahul Ulum,,,,-7.51398999964,112.17903
madrasah,madrasah,MA Swasta,Ma. At-Tohiriyah,,,,-7.51416999985,112.17896
madrasah,madrasah,MA Swasta,MA Al Falah,,,,-7.46207000023,112.34341
madrasah,madrasah,MI Swasta,MI,,,,-8.10008999955,112.27534
madrasah,madrasah,MI Swasta,MI KANZUL HUDA,,,,-7.98635999971,111.42908
madrasah,madrasah,MI Swasta,infrastruktur,,,,-7.54031999977,112.51303
madrasah,madrasah,MI Swasta,MI AL AZHAR,,,,-7.0827,113.72695
madrasah,madrasah,MI Swasta,MI Baitul Muta`allim,,,,-8.09685999989,113.72175
madrasah,madrasah,MI Swasta,MI Islamiyah,,,,-7.76871999963,112.27566
madrasah,madrasah,MTs Swasta,MTS DIPONEGORO,,,,-7.98680000022,111.43098
madrasah,madrasah,MTs Swasta,SEKOLAH,,,,-7.08247999975,113.72679
madrasah,madrasah,MTs Swasta,MTS AS-SABROWI,,,,-8.15999000004,113.84054
madrasah,madrasah,MTs Swasta,MTs Islamiyah,,,,-7.76856000034,112.27564
madrasah,madrasah,MTs Swasta,MTs Mambaul Huda,,,,-8.45519000022,114.09087
madrasah,madrasah,MA Swasta,MA DIPONEGORO,,,,-7.98662999957,111.43065
madrasah,madrasah,MA Swasta,MA Islamiyah,,,,-7.76893999988,112.27575
madrasah,madrasah,MI Swasta,MI,,,,-8.23662000041,113.13658
madrasah,madrasah,MI Swasta,MI PSM SULURSEWU,,,,-7.46109999957,111.3402
madrasah,madrasah,MI Swasta,MI Darussalam,,,,-7.76101999977,111.39036
madrasah,madrasah,MI Swasta,mi mabadiul ihsan,,,,-8.41153999997,114.10273
madrasah,madrasah,MI Swasta,MI Al-MATHLABATUL KHOIRIYAH,,,,-7.19228999958,112.6355
madrasah,madrasah,MI Swasta,MI SABILUL MUTA ALLIMIN,,,,-8.33054000042,114.10091
madrasah,madrasah,MI Swasta,MI MAMBA`UL HUDA,,,,-7.22218999977,111.86895
madrasah,madrasah,MI Swasta,AL HIRA,,,,-7.83260999975,113.31433
madrasah,madrasah,MI Swasta,sekolah,,,,-7.41183999962,112.5365
madrasah,madrasah,MI Swasta,MI MIFTAHUL HUDA,,,,-8.1423899996,112.05705
madrasah,madrasah,MI Swasta,MI THORIQUL HUDA KROMASAN,,,,-8.1005199996,111.97559
madrasah,madrasah,MTs Swasta,MTS MIFTAHUL AMIEN,,,,-7.09351000029,115.76453
madrasah,madrasah,MTs Swasta,MTs MAMBA` UL HUDA,,,,-7.22218999977,111.8685
madrasah,madrasah,MA Swasta,YAYASAN ABU SYIFA SASEEL,,,,-7.09292000006,115.76499
madrasah,madrasah,MI Swasta,MI Almuwazanah,,,,-7.88135,112.11837
madrasah,madrasah,MI Swasta,sekolah,,,,-7.79639999996,111.51352
madrasah,madrasah,MI Swasta,MI darunnajah,,,,-8.06615999968,111.70344
madrasah,madrasah,MI Swasta,MI MAMBA`UL AFKAR,,,,-7.75713000025,111.99111
madrasah,madrasah,MTs Swasta,Madrasah Islamiyah,,,,-7.1869600002,113.24967
madrasah,madrasah,MTs Swasta,MTS progresif darunajah,,,,-8.06617000015,111.70334
madrasah,madrasah,MA Swasta,MA sunan giri,,,,-8.09408999985,111.83586
madrasah,madrasah,MA Swasta,MA darunnajah,,,,-8.06621000019,111.70363
madrasah,madrasah,MI Swasta,mi al mubarook,,,,-6.93835000005,112.06322
madrasah,madrasah,MI Swasta,pondok pesantren darunnajah,,,,-8.06719000042,111.70652
madrasah,madrasah,MI Swasta,MI sirojul ulum,,,,-7.51796000015,112.51962
madrasah,madrasah,MTs Swasta,MTs Noor Rohmat,,,,-7.85784999998,112.68705
madrasah,madrasah,MI Swasta,Madrasah Islamiyah,,,,-7.18604999961,113.24874
madrasah,madrasah,MI Swasta,MII Mojokampung,,,,-7.15677000014,111.89164
madrasah,madrasah,MI Swasta,Pondok pesantren Al azhar,,,,-7.46622000005,112.45713
madrasah,madrasah,MI Swasta,MI khusnus khitam,,,,-7.87621000039,113.4956
madrasah,madrasah,MI Swasta,mi muhammadiyah 5,,,,-7.78882000024,112.0863
madrasah,madrasah,MI Swasta,MI Sabilul Khoirot,,,,-8.01081999994,112.70842
madrasah,madrasah,MI Swasta,MI. Tarbiyatussibiyan,,,,-8.5182600003,114.32302
madrasah,madrasah,MTs Swasta,MTS rodatul istiqomah,,,,-7.87623000041,113.49551
madrasah,madrasah,MTs Swasta,Mts.SA ROUDLOTUT THOLIBIN,,,,-7.24911000013,111.99778
madrasah,madrasah,MI Swasta,MI DARUL ULUM,,,,-7.32743000019,112.36867
madrasah,madrasah,MI Swasta,ISLAMIC INTERNATIONAL SCOOL,,,,-7.74629999994,111.96388
madrasah,madrasah,MTs Swasta,MTS ISLAMIYAH PENGANTEN,,,,-7.22111999989,111.98621
madrasah,madrasah,MTs Swasta,MTS Pembangunan,,,,-8.11957000036,111.14968
madrasah,madrasah,MTs Swasta,Sekolah,,,,-8.03128000007,112.20117
madrasah,madrasah,MA Swasta,MA Pembangunan,,,,-8.11953000031,111.14965
madrasah,madrasah,MI Swasta,MI M waturumpuk,,,,-7.44645999983,111.2206
madrasah,madrasah,MI Swasta,MI Raudlatul Ulum,,,,-7.06562000016,113.73477
madrasah,madrasah,MI Swasta,Infrastruktur,,,,-7.70050000037,112.79724
madrasah,madrasah,MI Swasta,MI AL AZIZ,,,,-8.2043899998,112.79646
madrasah,madrasah,MTs Swasta,SEKOLAH MTS /MA,,,,-6.90538000039,114.03036
madrasah,madrasah,MTs Swasta,MTs Raudlatul Ulum,,,,-7.06587,113.7347
madrasah,madrasah,MTs Swasta,Infrastruktur,,,,-7.70050000037,112.79719
madrasah,madrasah,MTs Swasta,MTS AL AZIZ,,,,-8.20446000033,112.79674
madrasah,madrasah,MA Swasta,SEKOLAH SMA,,,,-6.90432000007,114.03133
madrasah,madrasah,MA Swasta,MA MTS AL AZIZ,,,,-8.20401000026,112.79674
madrasah,madrasah,MA Swasta,MA Raudlatul Ulum,,,,-7.06587999956,113.73449
madrasah,madrasah,MI Swasta,MI manbaut taufiq,,,,-7.60166999967,112.64834
madrasah,madrasah,MI Swasta,MI Bahrul Ulum,,,,-7.85335999976,112.53653
madrasah,madrasah,MI Swasta,MI NUSANTARA,,,,-7.0351699998,112.52813
madrasah,madrasah,MI Swasta,MIM,,,,-8.08015999958,111.5863
madrasah,madrasah,MI Swasta,mi miftahul ulu.,,,,-6.87259000003,111.63795
madrasah,madrasah,MI Swasta,MIM 17Balongcabe,,,,-7.24859000043,112.00174
madrasah,madrasah,MI Swasta,Mima 30 Bustanul Ulum,,,,-8.3410900004,113.60391
madrasah,madrasah,MTs Swasta,Batas 5,,,,-8.10748999996,113.25161
madrasah,madrasah,MI Swasta,MI Miftahul Ulum,,,,-8.13220000003,112.17953
madrasah,madrasah,MI Swasta,MI Nurul Huda,,,,-7.42759000018,112.58927
madrasah,madrasah,MI Swasta,MI muhammadiyah 2 campurejo,,,,-6.88509999957,112.45462
madrasah,madrasah,MI Swasta,MI tarbiyatul atfal,,,,-8.56920000038,114.30958
madrasah,madrasah,MI Swasta,Gedung MI YKUI Sambogunung,,,,-6.98878999956,112.49728
madrasah,madrasah,MI Swasta,MADIN TAKMILIYAH NURUL HIDAYATI,,,,-7.71565999981,113.03296
madrasah,madrasah,MA Swasta,sekolah,,,,-6.97818999997,113.8434
madrasah,madrasah,MA Swasta,sekolahan pondok,,,,-7.82262000041,112.02641
madrasah,madrasah,MI Swasta,MI NURUL HIDAYAH,,,,-7.28878999986,112.54959
madrasah,madrasah,MI Swasta,mi miftahul ulum,,,,-7.06981999959,113.61796
madrasah,madrasah,MI Swasta,MI khairul muttaqin,,,,-7.05702000017,113.77462
madrasah,madrasah,MI Swasta,10008,,,,-7.49380000027,112.19359
madrasah,madrasah,MTs Swasta,Gedung MTs. YKUI Sambogunung,,,,-6.98892000016,112.49698
madrasah,madrasah,MTs Swasta,mts miftahul ulum,,,,-7.06981999959,113.61796
madrasah,madrasah,MTs Swasta,MTS khairul muttaqin,,,,-7.05706999978,113.77442
madrasah,madrasah,MA Swasta,MA khairul muttaqin,,,,-7.05702999973,113.77474
madrasah,madrasah,MI Swasta,MI miftahul khair,,,,-7.05868000028,113.7757
madrasah,madrasah,MI Swasta,GEDUNG MI,,,,-8.09562999982,112.55776
madrasah,madrasah,MI Swasta,Sekolah MI At-taqwa,,,,-7.21937999969,113.77187
madrasah,madrasah,MI Swasta,MII 1 PENGANTEN,,,,-7.22206999963,111.98567
madrasah,madrasah,MI Swasta,MI-ARRAHMAN,,,,-7.38233000033,111.22576
madrasah,madrasah,MI Swasta,batas mi,,,,-7.04288000011,113.77843
madrasah,madrasah,MI Swasta,Sarana pendidikan,,,,-7.32646000043,112.49462
madrasah,madrasah,MI Swasta,MI DARUL FALAH TAMANSARI,,,,-8.38586000014,114.10628
madrasah,madrasah,MI Swasta,MI miftahul huda,,,,-7.05846999959,112.03792
madrasah,madrasah,MTs Swasta,Sekolahan MTS YA RO`UF,,,,-7.47693999978,112.37677
madrasah,madrasah,MTs Swasta,MTs,,,,-7.07637000038,113.51955
madrasah,madrasah,MI Swasta,MI DARUL MUWAHIDIN,,,,-7.59162999982,112.5155
madrasah,madrasah,MI Swasta,MI Al-Kautsar,,,,-6.95918000016,115.90635
madrasah,madrasah,MI Swasta,miftahul ulum,,,,-7.87404999971,113.30051
madrasah,madrasah,MTs Swasta,MTs Darul Ma`arif,,,,-7.47629999994,112.51146
madrasah,madrasah,MTs Swasta,Mts as-salam,,,,-7.22830000004,113.78248
madrasah,madrasah,MTs Swasta,MTS DARUL MUWAHIDIN,,,,-7.59166999987,112.51551
madrasah,madrasah,MTs Swasta,Mts Al-Kautsar,,,,-6.95924999979,115.90649
madrasah,madrasah,MA Swasta,MA Darul Ma`arif,,,,-7.47640999962,112.51142
madrasah,madrasah,MA Swasta,MA AL-KAUTSAR,,,,-6.95932999988,115.90667
madrasah,madrasah,MA Swasta,MA DARUL MUWAHIDIN,,,,-7.59172000038,112.51551
madrasah,madrasah,MI Swasta,MI. AL IRSYAD,,,,-8.01857999987,112.68099
madrasah,madrasah,MI Swasta,MI Nurul Jadid,,,,-6.89623999978,113.98112
madrasah,madrasah,MI Swasta,madrasah ibtidaiyah,,,,-7.06515000007,113.73858
madrasah,madrasah,MI Swasta,madin,,,,-7.69328999973,112.06178
madrasah,madrasah,MI Swasta,MTS.,,,,-7.69334000024,112.06176
madrasah,madrasah,MI Swasta,MI. AL IHSAN,,,,-8.01638000004,112.69067
madrasah,madrasah,MTs Swasta,MTs. IBNU SINA,,,,-8.01833000003,112.68121
madrasah,madrasah,MTs Swasta,MTs Nurul Musthafa,,,,-7.75393000017,114.02624
madrasah,madrasah,MTs Swasta,M.A,,,,-7.69332000022,112.06175
madrasah,madrasah,MTs Swasta,MTs Misbahul Ula,,,,-6.90150999999,113.98591
madrasah,madrasah,MTs Swasta,MTS Al Amin,,,,-8.36264000044,113.60008
madrasah,madrasah,MTs Swasta,MTS ASSA`ADAH,,,,-7.1917400003,112.45956
madrasah,madrasah,MA Swasta,MA Nurul Musthafa,,,,-7.75395000019,114.02625
madrasah,madrasah,MI Swasta,MI,,,,-7.62473999965,112.87414
madrasah,madrasah,MI Swasta,mi,,,,-7.07654000012,113.50851
madrasah,madrasah,MI Swasta,MI ploso trinil,,,,-7.62284999973,111.30375
madrasah,madrasah,MI Swasta,MI Babus Salam,,,,-7.79590999985,114.01094
madrasah,madrasah,MI Swasta,Madrasah Ibtidaiyah Miftahul Ulum,,,,-7.10030000044,113.17607
madrasah,madrasah,MTs Swasta,Lembaga pendidikan miftahul ulum banyu ayu,,,,-7.07734000014,113.51027
madrasah,madrasah,MI Swasta,Sekolah Dasar,,,,-7.18680999958,113.24844
madrasah,madrasah,MI Swasta,MI Muhammadiyah Plus Gemaharjo,,,,-8.23123000006,111.7118
madrasah,madrasah,MI Swasta,sekolah,,,,-7.43592000031,111.18875
madrasah,madrasah,MTs Swasta,MTs Muhammadiyah Watulimo,,,,-8.2310400003,111.71171
madrasah,madrasah,MA Swasta,MAM Gemaharjo Watulimo,,,,-8.23106999988,111.71168
madrasah,madrasah,MI Swasta,Lembaga Pendidikan,,,,-7.50856000014,112.58234
madrasah,madrasah,MI Swasta,MI SUNAN GIRI PULO LOR JOMBANG,,,,-7.53992000021,112.22929
madrasah,madrasah,MI Swasta,MI SUNAN GIRI PULO LOR,,,,-7.54008000039,112.22956
madrasah,madrasah,MI Swasta,BAHRUL ULUM,,,,-7.87441000012,113.30743
madrasah,madrasah,MI Swasta,mi darul ulum,,,,-8.06576999969,111.97707
madrasah,madrasah,MI Swasta,MI SALAFIAH KEMBANGSAWIT,,,,-7.72503000023,111.47918
madrasah,madrasah,MI Swasta,MI FATHUR RAHMAH,,,,-8.00230999961,111.50025
madrasah,madrasah,MI Swasta,MI DARUL QUR`AN,,,,-8.29775999962,113.53816
madrasah,madrasah,MI Swasta,islamiyah NU,,,,-7.86950000032,113.30612
madrasah,madrasah,MI Swasta,mi roudhotul hanan,,,,-8.11654999958,112.22193
madrasah,madrasah,MI Swasta,mi mifahul hidaya,,,,-7.05608999955,112.97314
madrasah,madrasah,MI Swasta,mi rodotul ulum,,,,-7.06034000039,112.98207
madrasah,madrasah,MI Swasta,madrasah darul quran,,,,-7.05027999962,112.99044
madrasah,madrasah,MTs Swasta,Mts,,,,-7.82072999959,111.56177
madrasah,madrasah,MA Swasta,Ma.darul ulum,,,,-7.04910000006,112.98304
madrasah,madrasah,MI Swasta,MI HIDAYATUL UMMAH (10008),,,,-6.97673000009,112.23067
madrasah,madrasah,MI Swasta,MI NURUL MUCHLISHIN,,,,-6.96628999978,113.79422
madrasah,madrasah,MI Swasta,MI Muntafa`ul Ulum,,,,-7.15180999983,112.06247
madrasah,madrasah,MI Swasta,MI MIFTAHUL HUDA,,,,-8.24282000034,112.71483
madrasah,madrasah,MTs Swasta,MTS NURUL MUCHLISHIN,,,,-6.96607999999,113.79391
madrasah,madrasah,MTs Swasta,MTS MIFTAHUL HUDA,,,,-8.24276999984,112.71482
madrasah,madrasah,MA Swasta,MA NURUL MUCHLISHIN,,,,-6.96698999969,113.79348
madrasah,madrasah,MI Swasta,gedung mi al - amin,,,,-6.78170000035,111.97414
madrasah,madrasah,MI Swasta,SD baitu ilmin,,,,-7.27790999995,112.72239
madrasah,madrasah,MI Swasta,MI ASSA`ADAH,,,,-7.19345999958,112.45964
madrasah,madrasah,MI Swasta,MA ASSA`ADAH,,,,-7.19347000004,112.45964
madrasah,madrasah,MI Swasta,MI SUNAN AMPEL 2,,,,-7.37379999997,112.63835
madrasah,madrasah,MTs Swasta,gedung mts al - amin,,,,-6.78174999996,111.9741
madrasah,madrasah,MI Swasta,MI Swasta,,,,-7.27819000027,112.72386
madrasah,madrasah,MI Swasta,MADRASAH MI ASSALAFIYAH,,,,-7.07976999979,113.77411
madrasah,madrasah,MI Swasta,MI SWASTA,,,,-7.67530999976,112.77382
madrasah,madrasah,MTs Swasta,PERPUSTAKAAN,,,,-7.07904999986,113.77417
madrasah,madrasah,MTs Swasta,MADRASAH TSANAWIYAH,,,,-7.07923999963,113.7743
madrasah,madrasah,MTs Swasta,MTs SWASTA,,,,-7.6752200001,112.77384
madrasah,madrasah,MA Swasta,MADRASAH ALIYAH ASSALAFIYAH,,,,-7.07927000011,113.77429
madrasah,madrasah,MI Swasta,MI MIFTAHUL QULUB,,,,-8.55837999964,114.05383
madrasah,madrasah,MI Swasta,MIM,,,,-8.21292000016,111.24151
madrasah,madrasah,MI Swasta,MIM 14 DATENG (10008),,,,-6.97646000023,112.23138
madrasah,madrasah,MI Swasta,MADIN,,,,-7.73679000026,113.02727
madrasah,madrasah,MI Swasta,Mi,,,,-7.70358000032,112.07298
madrasah,madrasah,MI Swasta,MI Plus Darussalam,,,,-8.09790000018,112.15275
madrasah,madrasah,MI Swasta,MI,,,,-7.79446000043,112.71646
madrasah,madrasah,MI Swasta,MI AL HIKMAH,,,,-7.59712000029,112.15492
madrasah,madrasah,MI Swasta,mi islamiah Kebonsari,,,,-8.01939999991,112.61973
madrasah,madrasah,MI Swasta,MI,,,,-7.21307999964,112.13422
madrasah,madrasah,MI Swasta,Batas. 1,,,,-6.87938000019,111.63182
madrasah,madrasah,MI Swasta,MI Al Huda,,,,-7.28583000005,112.75136
madrasah,madrasah,MI Swasta,mi miftahul huda,,,,-7.65161999996,112.9247
madrasah,madrasah,MI Swasta,MI NASRUDIN,,,,-8.21220999979,112.74277
madrasah,madrasah,MI Swasta,MI NU 1 Kradenan,,,,-8.47805999997,114.25269
madrasah,madrasah,MI Swasta,MI MIFTAHUL ULUM II,,,,-8.43177000029,114.27183
madrasah,madrasah,MTs Swasta,MTS NASRUDIN,,,,-8.21255999974,112.74302
madrasah,madrasah,MTs Swasta,MTs HASYIM ASY`ARI,,,,-7.3679999996,112.42935
madrasah,madrasah,MA Swasta,MA .Manbaul Ulum,,,,-7.03126000025,112.52171
madrasah,madrasah,MI Negeri,MI ISLAMIYAH MUHAMMADIYAH,,,,-8.47430999971,114.31493
madrasah,madrasah,MI Swasta,MI HASYIM ASY`ARI,,,,-7.36807000013,112.42946
madrasah,madrasah,MI Swasta,MI,,,,-7.14673000029,112.52392
madrasah,madrasah,MI Swasta,MI Hidayatussiba,,,,-7.89017999981,112.00812
madrasah,madrasah,MI Swasta,MI Masyhudiyah,,,,-7.17001999962,112.6334
madrasah,madrasah,MI Swasta,sekolah dasar,,,,-6.87047999985,111.96033
madrasah,madrasah,MI Swasta,mi,,,,-7.43286999995,112.70129
madrasah,madrasah,MI Swasta,MI NU unggulan Wali Songo,,,,-7.17171000022,112.00011
madrasah,madrasah,MTs Swasta,MTS Masyhudiyah,,,,-7.16997999958,112.63326
madrasah,madrasah,MTs Swasta,Perguruan Muhammadiyah Banjaranyar,,,,-7.15927999987,112.05074
madrasah,madrasah,MA Swasta,MA Masyhudiyah,,,,-7.16992999997,112.63317
madrasah,madrasah,MA Swasta,perguruan Muhammadiyah Banjaranyar,,,,-7.1594800001,112.05066
madrasah,madrasah,MI Swasta,MI Muhammadiyah 12,,,,-7.17048999971,112.00001
madrasah,madrasah,MI Swasta,MI Al Munir,,,,-7.79635999991,112.21256
madrasah,madrasah,MTs Swasta,MTs Sumber Mas,,,,-7.05517999986,113.70146
madrasah,madrasah,MI Swasta,mi miftahul ulum,,,,-7.29806000017,112.60535
madrasah,madrasah,MI Swasta,MI RaudlaturRahmah Dsn Nong pote,,,,-7.0770399998,113.6621
madrasah,madrasah,MI Swasta,MI Sumber Mas,,,,-7.05540000011,113.70139
madrasah,madrasah,MI Swasta,MADRASAH IBTIDAIYAH,,,,-7.09331999962,114.34765
madrasah,madrasah,MI Swasta,MI MIFTAHUL ULUM SAPAN (10008),,,,-6.98563000042,112.23
madrasah,madrasah,MI Swasta,MADRASAH,,,,-7.71179000031,112.86737
madrasah,madrasah,MI Swasta,MI,,,,-7.71169999976,112.86745
madrasah,madrasah,MI Swasta,MI,,,,-7.71128999973,112.86763
madrasah,madrasah,MI Swasta,Mi Hidayatul Mubtadiin,,,,-7.88112999975,112.14149
madrasah,madrasah,MTs Swasta,mts ath-thohiriyah,,,,-7.29781000033,112.60477
madrasah,madrasah,MI Negeri,infrastruktur,,,,-8.06274999981,112.15647
madrasah,madrasah,MI Swasta,Madrasah Hidayatusshibyan,,,,-7.12210999988,112.88216
madrasah,madrasah,MI Swasta,MI Hidayatul Islam,,,,-7.10681000028,111.92407
madrasah,madrasah,MTs Swasta,Mts fatahilah,,,,-7.34011999994,112.36001
madrasah,madrasah,MA Swasta,MAN AL MUJADADIYYAH,,,,-7.65976000032,111.51485
madrasah,madrasah,MI Swasta,mi,,,,-8.13835000035,113.14667
madrasah,madrasah,MI Swasta,MADRASAH IBTIDAIYAH MANSYA`UL HUDA,,,,-7.55897999963,112.20564
madrasah,madrasah,MTs Swasta,MTS AZZAINIYAH 2,,,,-7.70182000009,113.49666
madrasah,madrasah,MTs Swasta,Lembaga Pendidikan,,,,-7.5076100004,112.58148
madrasah,madrasah,MI Swasta,MI MAMBAUL ULUM,,,,-7.90331999962,113.28357
madrasah,madrasah,MI Swasta,MI Nurul Jadid,,,,-7.08934000044,113.66284
madrasah,madrasah,MTs Swasta,LPI Nurul Jadid ( .MA),,,,-7.08906000012,113.66273
madrasah,madrasah,MTs Swasta,Mts Nurul Jadiid,,,,-7.08932000042,113.66283
madrasah,madrasah,MA Swasta,MA Sumber Mas,,,,-7.05488000041,113.7019
madrasah,madrasah,MI Swasta,Madarasah Salafiyah Khoiriyah,,,,-7.75220000043,113.77706
madrasah,madrasah,MI Swasta,MI PSM Walikukun,,,,-7.82975999962,111.39859
madrasah,madrasah,MTs Swasta,MTS MA`DAD DARUT TAUHID,,,,-7.09957999962,113.31464
madrasah,madrasah,MA Swasta,MA MA`DAD DARUT TAUHID,,,,-7.09952000045,113.31476
madrasah,madrasah,MI Swasta,MI bustanul ulum,,,,-8.21887999981,113.52945
madrasah,madrasah,MI Swasta,MIM 3 WONOASRI,,,,-8.38405999987,113.68348
madrasah,madrasah,MI Swasta,MI Hidayatul Ulum,,,,-8.0286999998,112.17835
madrasah,madrasah,MI Swasta,m i darul muttapin,,,,-7.1159999996,113.08602
madrasah,madrasah,MTs Swasta,MTS YKUI sekaegadung,,,,-7.00359999994,112.4716
madrasah,madrasah,MA Negeri,sekolah,,,,-7.43767000007,112.72327
madrasah,madrasah,MI Negeri,MI,,,,-7.8147800004,112.87903
madrasah,madrasah,MI Negeri,INFRASTRUKTUR,,,,-8.04979999977,112.71133
madrasah,madrasah,MI Swasta,mi,,,,-7.02923000016,113.58182
madrasah,madrasah,MI Swasta,MI AL DJUFRI 1,,,,-7.11118999992,113.51597
madrasah,madrasah,MI Swasta,Gedung Sekolah,,,,-7.04949000006,112.49329
madrasah,madrasah,MI Swasta,MI MIFTAHUL ULUM,,,,-7.07506999978,112.50261
madrasah,madrasah,MTs Negeri,MTS,,,,-7.81456999971,112.87928
madrasah,madrasah,MTs Swasta,MTS ALDJUFRI,,,,-7.11016999965,113.51619
madrasah,madrasah,MA Swasta,MA AL DJUFRI,,,,-7.11014999962,113.51618
madrasah,madrasah,MI Swasta,MI MA`ARIF NU INSAN CENDIKIA,,,,-7.85239,112.04616
madrasah,madrasah,MI Swasta,Madrasah Diniyah Nurul Musthofa,,,,-6.9037400003,113.07956
madrasah,madrasah,MI Swasta,Madrasah Ibtidaiyah Kasyiful Ulum,,,,-6.94274999971,113.48707
madrasah,madrasah,MI Swasta,Madrasah Darussa`adah,,,,-6.8781300001,112.44636
madrasah,madrasah,MTs Swasta,Mts Nurul Fikri,,,,-7.97730999966,111.30682
madrasah,madrasah,MTs Swasta,mts al - faqih,,,,-7.97875999997,112.7439
madrasah,madrasah,MI Swasta,MI kebokicak,,,,-7.52057000001,112.25258
madrasah,madrasah,MI Swasta,mi almursyid,,,,-7.27671000037,111.7028
madrasah,madrasah,MI Swasta,SEKOLAHAN,,,,-6.96068999964,112.3028
madrasah,madrasah,MI Swasta,MI Nurul Ittihad,,,,-7.08939000005,113.08029
madrasah,madrasah,MI Swasta,M.I ROUDHATUL JADID,,,,-8.09402000022,113.6791
madrasah,madrasah,MTs Swasta,mts darul muttaqin,,,,-7.11605999967,113.08562
madrasah,madrasah,MTs Swasta,MTS Nurul Ittihad,,,,-7.08920000028,113.08038
madrasah,madrasah,MA Swasta,MA AL ARIFIN RT 15 RW 04,,,,-7.86365000035,113.1739
madrasah,madrasah,MA Swasta,SMA Islam Blega,,,,-7.11814000026,113.07063
madrasah,madrasah,MA Swasta,Yayasan Salafiyyah Jatirogo,,,,-6.88712000009,111.65572
madrasah,madrasah,MA Swasta,ma darul muttaqin,,,,-7.11578999981,113.08569
madrasah,madrasah,MI Negeri,MI Al-hikmah Dongko,,,,-8.18981000013,111.59526
madrasah,madrasah,MI Swasta,MI WACHID HASYIM GEMPOL,,,,-7.28667000012,112.52941
madrasah,madrasah,MI Swasta,PONDOK PESANTREN AR- RAUDLAH ( PP. RATU ),,,,-8.09410000031,113.67911
madrasah,madrasah,MI Swasta,MI MAMBAUL ULUm,,,,-7.28088000021,112.52177
madrasah,madrasah,MI Swasta,Sekolah,,,,-8.02863000017,112.20288
madrasah,madrasah,MI Swasta,MI IRSYADUDDINIYAH,,,,-7.85142999979,113.18289
madrasah,madrasah,MTs Swasta,MTs IRSYADUDDINIYAH,,,,-7.85134000014,113.18298
madrasah,madrasah,MI Swasta,MI Raden Patah,,,,-7.82774,112.45761
madrasah,madrasah,MI Swasta,M I  AZ-ZAHRA,,,,-7.32059000043,111.9791
madrasah,madrasah,MI Swasta,INFRASTRUKTUR,,,,-7.21413999996,112.31519
madrasah,madrasah,MI Swasta,MI ISLAMIYAH,,,,-7.64944000016,112.31738
madrasah,madrasah,MI Swasta,MI BAITURRAHMAN,,,,-6.99081999964,113.47925
madrasah,madrasah,MI Swasta,MI,,,,-7.17284999973,112.39964
madrasah,madrasah,MI Swasta,MI Miftahul Huda,,,,-7.68685999999,112.88456
madrasah,madrasah,MI Swasta,infrastruktur,,,,-7.57888999957,112.78651
madrasah,madrasah,MTs Negeri,MTSN 12 JOMBANG,,,,-7.53405999977,112.29767
madrasah,madrasah,MI Swasta,RA AL- MUALLIMIN,,,,-6.91897999983,113.96295
madrasah,madrasah,MI Swasta,MI,,,,-7.69742999999,112.85737
madrasah,madrasah,MI Swasta,madrasah ibtidaiyah alam terpadu,,,,-7.90066999972,111.36409
madrasah,madrasah,MI Swasta,MI ALAM TERLADU NURUSSYFA,,,,-7.90084000037,111.36432
madrasah,madrasah,MI Swasta,TPQ Miftahul Ulum,,,,-7.68745999978,112.88647
madrasah,madrasah,MI Swasta,Madrasah Nurul Jadid,,,,-6.89176999959,113.078
madrasah,madrasah,MI Swasta,MI AL- AMIN PEKIRINGAN,,,,-8.35402000042,114.21236
madrasah,madrasah,MI Swasta,Sekolahan SD An Nur,,,,-8.02596999982,111.88719
madrasah,madrasah,MI Swasta,Mi mambaul ulum bata bata 1 putri,,,,-7.09957000006,113.46943
