id,nama,tipe_kode,wkt_polygon
aplicares_1434,klinik Adi Amerta,B,"POLYGON((111.935767 -7.528318, 111.937761 -7.527956, 111.94278 -7.527177, 111.946704 -7.534626, 111.944688 -7.537538, 111.94464 -7.537817, 111.947596 -7.542687, 111.951138 -7.542042, 111.951117 -7.540134, 111.951383 -7.537698, 111.960242 -7.538583, 111.960384 -7.541392, 111.960532 -7.542926, 111.961141 -7.543749, 111.965941 -7.54761, 111.969516 -7.548028, 111.976633 -7.550411, 111.976661 -7.550421, 111.976743 -7.55044, 111.976773 -7.550442, 111.980367 -7.550408, 111.987091 -7.546897, 111.986878 -7.545237, 111.986793 -7.544454, 111.98662 -7.543137, 111.992478 -7.536638, 111.995755 -7.537, 111.999428 -7.537309, 112.000176 -7.537381, 112.0012 -7.53663, 112.001359 -7.535901, 112.001266 -7.534681, 112.000523 -7.533798, 111.999774 -7.533726, 111.996053 -7.533412, 111.992874 -7.533059, 111.991426 -7.532881, 111.989385 -7.532626, 111.984873 -7.524916, 111.98239 -7.519877, 111.983276 -7.514979, 111.981136 -7.512146, 111.980949 -7.512232, 111.980618 -7.512399, 111.974138 -7.515039, 111.974141 -7.515293, 111.974192 -7.515725, 111.97435 -7.516228, 111.974555 -7.516633, 111.975331 -7.517597, 111.976265 -7.518672, 111.977018 -7.519533, 111.97748 -7.526494, 111.974432 -7.528911, 111.968328 -7.52881, 111.96723 -7.528531, 111.962393 -7.529193, 111.960713 -7.528792, 111.95963 -7.528547, 111.956921 -7.520324, 111.957979 -7.519079, 111.958119 -7.518725, 111.958364 -7.518004, 111.960675 -7.513837, 111.960721 -7.513575, 111.960161 -7.512325, 111.958756 -7.510909, 111.957847 -7.510248, 111.951133 -7.513611, 111.949367 -7.513965, 111.94932 -7.514225, 111.949338 -7.514633, 111.949603 -7.515481, 111.951844 -7.521068, 111.94484 -7.523556, 111.942805 -7.521723, 111.939299 -7.520741, 111.939155 -7.520733, 111.937589 -7.521945, 111.935124 -7.524776, 111.935767 -7.528318))"
aplicares_1435,KLINIK PRATAMA FIFA HUSADA,B,"POLYGON((111.900249 -7.672964, 111.899435 -7.679171, 111.899406 -7.679232, 111.90054 -7.681732, 111.900594 -7.681745, 111.906241 -7.683462, 111.906176 -7.688999, 111.90496 -7.690387, 111.904663 -7.690616, 111.904009 -7.691161, 111.903592 -7.691546, 111.903494 -7.691659, 111.906213 -7.694019, 111.909447 -7.70072, 111.910297 -7.703562, 111.912065 -7.707217, 111.91239 -7.707409, 111.917958 -7.710612, 111.920304 -7.713343, 111.926482 -7.714349, 111.927563 -7.714304, 111.933496 -7.713595, 111.937076 -7.713421, 111.937159 -7.713332, 111.93744 -7.711487, 111.936595 -7.707408, 111.936436 -7.701575, 111.944227 -7.699527, 111.948767 -7.697356, 111.95027 -7.69431, 111.949988 -7.69397, 111.948031 -7.688024, 111.950054 -7.684679, 111.950361 -7.684248, 111.950434 -7.684097, 111.950538 -7.68384, 111.951061 -7.682384, 111.951866 -7.680229, 111.948494 -7.678968, 111.946772 -7.672161, 111.946799 -7.672096, 111.946165 -7.670864, 111.940938 -7.663974, 111.937161 -7.65754, 111.93666 -7.656819, 111.93644 -7.656682, 111.936372 -7.656675, 111.932649 -7.656413, 111.925301 -7.655104, 111.922736 -7.656114, 111.91964 -7.657425, 111.911175 -7.657368, 111.910415 -7.657318, 111.907646 -7.659041, 111.90593 -7.660281, 111.899766 -7.665444, 111.898424 -7.666753, 111.897501 -7.66841, 111.900249 -7.672964))"
aplicares_1436,KLINIK GIRI HUSADA,B,"POLYGON((111.837336 -7.610876, 111.839116 -7.612778, 111.83935 -7.612847, 111.844369 -7.612871, 111.845981 -7.613719, 111.845632 -7.622, 111.842287 -7.622451, 111.842235 -7.622492, 111.845372 -7.629011, 111.84654 -7.632416, 111.850399 -7.632189, 111.853132 -7.632687, 111.853397 -7.632733, 111.854829 -7.632997, 111.860352 -7.638452, 111.861871 -7.639069, 111.86261 -7.639359, 111.864323 -7.639774, 111.865944 -7.639941, 111.873095 -7.639272, 111.874227 -7.638858, 111.874922 -7.638589, 111.879109 -7.636297, 111.884117 -7.634267, 111.886497 -7.632797, 111.887809 -7.629444, 111.893692 -7.624201, 111.895572 -7.623434, 111.898274 -7.621994, 111.899511 -7.62077, 111.899558 -7.620509, 111.899842 -7.618543, 111.900025 -7.614258, 111.899649 -7.613036, 111.895657 -7.606402, 111.893958 -7.603846, 111.889347 -7.598987, 111.883853 -7.593633, 111.880053 -7.587214, 111.876461 -7.586975, 111.874287 -7.588672, 111.874258 -7.588775, 111.874073 -7.589542, 111.872078 -7.597991, 111.864289 -7.597218, 111.857029 -7.592822, 111.855935 -7.590761, 111.852755 -7.592449, 111.851647 -7.595463, 111.845679 -7.599508, 111.84345 -7.601995, 111.839976 -7.607054, 111.8364 -7.60884, 111.836358 -7.608937, 111.837336 -7.610876))"
aplicares_1437,KLINIK ASSYAFIU SENTOSA,B,"POLYGON((112.048532 -7.538788, 112.051281 -7.541896, 112.05448 -7.547945, 112.05528 -7.549052, 112.056374 -7.550271, 112.057304 -7.550287, 112.05904 -7.549576, 112.063303 -7.548659, 112.063694 -7.548625, 112.064268 -7.548457, 112.064758 -7.548163, 112.065128 -7.54783, 112.073549 -7.549004, 112.074082 -7.553157, 112.073658 -7.556732, 112.074168 -7.557597, 112.078525 -7.561393, 112.078541 -7.561397, 112.080085 -7.561025, 112.080914 -7.560346, 112.086849 -7.554536, 112.087169 -7.55095, 112.082235 -7.545931, 112.088872 -7.540823, 112.089369 -7.54089, 112.089705 -7.540878, 112.090159 -7.540825, 112.09232 -7.54046, 112.092555 -7.540435, 112.093449 -7.540395, 112.094085 -7.540307, 112.094862 -7.54018, 112.096011 -7.539903, 112.096937 -7.535001, 112.10391 -7.531343, 112.109872 -7.525699, 112.107998 -7.519216, 112.106341 -7.51602, 112.103913 -7.517279, 112.101484 -7.518537, 112.095548 -7.512484, 112.09602 -7.510581, 112.092526 -7.509715, 112.085609 -7.508416, 112.079028 -7.506678, 112.076069 -7.505802, 112.0755 -7.505961, 112.068224 -7.509563, 112.066564 -7.510846, 112.066562 -7.51085, 112.066955 -7.516704, 112.06673 -7.518936, 112.072893 -7.522711, 112.073151 -7.525777, 112.072067 -7.529004, 112.065836 -7.533738, 112.064693 -7.533951, 112.062767 -7.534136, 112.060755 -7.534275, 112.053776 -7.532973, 112.050178 -7.533096, 112.04827 -7.535198, 112.048532 -7.538788))"
aplicares_1438,KLINIK SAHABAT KELUARGA,B,"POLYGON((111.851339 -7.571088, 111.852363 -7.572374, 111.854187 -7.572885, 111.857773 -7.574407, 111.857286 -7.581391, 111.856732 -7.581933, 111.855902 -7.582791, 111.855612 -7.583097, 111.858228 -7.58557, 111.858518 -7.585264, 111.862648 -7.583337, 111.869684 -7.587779, 111.867744 -7.591602, 111.867689 -7.591743, 111.863355 -7.598407, 111.858302 -7.599003, 111.858287 -7.599006, 111.856886 -7.600399, 111.85688 -7.600432, 111.856911 -7.600917, 111.859542 -7.604225, 111.8665 -7.609317, 111.867282 -7.610868, 111.868468 -7.613087, 111.868868 -7.613587, 111.870593 -7.615776, 111.876133 -7.61877, 111.876204 -7.618793, 111.878099 -7.617696, 111.878449 -7.617434, 111.880682 -7.615785, 111.88111 -7.614816, 111.888026 -7.610422, 111.888324 -7.610405, 111.895137 -7.606182, 111.900317 -7.603529, 111.902295 -7.602032, 111.902916 -7.601286, 111.902985 -7.601146, 111.903912 -7.59853, 111.904389 -7.596023, 111.904427 -7.594967, 111.904304 -7.594541, 111.90366 -7.593498, 111.900665 -7.585593, 111.901817 -7.584131, 111.901729 -7.580532, 111.899343 -7.574243, 111.894992 -7.570675, 111.893742 -7.566943, 111.893677 -7.566814, 111.892961 -7.565362, 111.892215 -7.565148, 111.890322 -7.565508, 111.887292 -7.566396, 111.883337 -7.559635, 111.883338 -7.556035, 111.883336 -7.555047, 111.879764 -7.554594, 111.87413 -7.558972, 111.872247 -7.560244, 111.872217 -7.560378, 111.868589 -7.567251, 111.865302 -7.567715, 111.865263 -7.567714, 111.859562 -7.566018, 111.8595 -7.565993, 111.858411 -7.566104, 111.854113 -7.568017, 111.853394 -7.568375, 111.852826 -7.568804, 111.851351 -7.57104, 111.851339 -7.571088))"
aplicares_1439,KLINIK PERMATA HATI,B,"POLYGON((111.880537 -7.576069, 111.883449 -7.578034, 111.889188 -7.583996, 111.889146 -7.58581, 111.888649 -7.587555, 111.889903 -7.588189, 111.89346 -7.588744, 111.895955 -7.59533, 111.89593 -7.595464, 111.896643 -7.597342, 111.897337 -7.597977, 111.902775 -7.602745, 111.904405 -7.604222, 111.913016 -7.605152, 111.920832 -7.602333, 111.923545 -7.600048, 111.92496 -7.59802, 111.929902 -7.594467, 111.933499 -7.594625, 111.936473 -7.590107, 111.943036 -7.585337, 111.943019 -7.581737, 111.93837 -7.574509, 111.937859 -7.573642, 111.934205 -7.571731, 111.933945 -7.57167, 111.92795 -7.571439, 111.922201 -7.565956, 111.925801 -7.561718, 111.924308 -7.558442, 111.919798 -7.553547, 111.920686 -7.550058, 111.918502 -7.545846, 111.914945 -7.545291, 111.913402 -7.546427, 111.912877 -7.547956, 111.912154 -7.549804, 111.912483 -7.558538, 111.912452 -7.561197, 111.91215 -7.56303, 111.911473 -7.567232, 111.907103 -7.572507, 111.901817 -7.569338, 111.901014 -7.568508, 111.900628 -7.568353, 111.89524 -7.562199, 111.891786 -7.561185, 111.890205 -7.562056, 111.884492 -7.567858, 111.881056 -7.571646, 111.880679 -7.572471, 111.880537 -7.576069))"
aplicares_1440,KLINIK MEDISKA KERTOSONO,B,"POLYGON((112.07018 -7.582391, 112.071239 -7.584177, 112.072958 -7.585496, 112.07409 -7.594022, 112.07481 -7.597549, 112.080323 -7.602802, 112.081194 -7.604832, 112.082024 -7.605915, 112.083875 -7.606385, 112.08422 -7.606323, 112.085619 -7.606118, 112.092394 -7.611795, 112.092441 -7.61315, 112.095122 -7.619052, 112.096143 -7.620639, 112.097003 -7.620694, 112.102782 -7.619759, 112.103226 -7.619666, 112.10487 -7.616696, 112.105008 -7.615832, 112.105019 -7.615077, 112.111813 -7.609868, 112.118194 -7.607509, 112.120687 -7.603862, 112.12162 -7.597194, 112.121539 -7.594577, 112.120011 -7.593114, 112.115267 -7.591472, 112.113145 -7.584249, 112.113078 -7.58263, 112.113937 -7.577464, 112.113303 -7.574242, 112.112367 -7.567236, 112.11109 -7.565106, 112.110802 -7.565026, 112.107688 -7.564935, 112.104534 -7.565458, 112.104381 -7.565557, 112.10175 -7.570006, 112.095296 -7.568377, 112.094633 -7.568357, 112.087867 -7.567784, 112.084469 -7.568973, 112.08289 -7.571072, 112.081633 -7.574445, 112.073632 -7.578298, 112.071341 -7.578983, 112.07018 -7.582391))"
aplicares_1441,KLINIK CITRA PRATAMA,B,"POLYGON((111.92308 -7.529924, 111.93012 -7.535225, 111.930201 -7.535694, 111.935391 -7.542682, 111.934479 -7.546164, 111.935471 -7.550479, 111.937336 -7.553559, 111.944879 -7.555784, 111.945369 -7.558248, 111.948524 -7.561148, 111.952323 -7.564663, 111.954452 -7.565271, 111.954528 -7.565287, 111.95657 -7.563851, 111.956585 -7.563775, 111.955233 -7.561756, 111.954278 -7.556445, 111.961268 -7.551324, 111.962097 -7.551424, 111.963436 -7.550122, 111.963406 -7.549772, 111.963348 -7.549425, 111.963876 -7.541592, 111.963983 -7.541312, 111.963838 -7.538402, 111.969805 -7.533389, 111.974564 -7.53416, 111.976615 -7.534693, 111.977129 -7.534822, 111.977769 -7.534949, 111.978838 -7.533225, 111.978997 -7.53235, 111.977346 -7.529346, 111.976622 -7.528264, 111.976266 -7.528197, 111.976019 -7.528167, 111.968328 -7.52881, 111.965304 -7.528061, 111.959954 -7.527316, 111.957523 -7.519084, 111.958364 -7.518004, 111.962225 -7.51408, 111.962862 -7.513402, 111.963288 -7.512716, 111.963572 -7.510005, 111.958222 -7.502931, 111.954743 -7.502005, 111.954428 -7.50313, 111.954337 -7.503525, 111.949529 -7.510749, 111.949162 -7.51253, 111.940323 -7.51288, 111.936809 -7.512098, 111.934524 -7.515566, 111.934015 -7.51913, 111.927236 -7.523975, 111.924702 -7.524012, 111.923079 -7.526324, 111.92308 -7.529924))"
aplicares_1442,KLINIK DOKTER LILIK,B,"POLYGON((111.989207 -7.627013, 111.992942 -7.630507, 111.996532 -7.630772, 111.999552 -7.637336, 111.998714 -7.639987, 111.998693 -7.640281, 111.998688 -7.640426, 111.998692 -7.640854, 111.999552 -7.642172, 112.005086 -7.648003, 112.009075 -7.654152, 112.010076 -7.655448, 112.010397 -7.655822, 112.013935 -7.656488, 112.014555 -7.656201, 112.020974 -7.652508, 112.023884 -7.650099, 112.03155 -7.647122, 112.03864 -7.643152, 112.04207 -7.642918, 112.045143 -7.639348, 112.05021 -7.634744, 112.05294 -7.628004, 112.053581 -7.624462, 112.05229 -7.622427, 112.049303 -7.614308, 112.049528 -7.613711, 112.044388 -7.60769, 112.043831 -7.606083, 112.042506 -7.603005, 112.041986 -7.601413, 112.041845 -7.601379, 112.041168 -7.601331, 112.040615 -7.601384, 112.038508 -7.601533, 112.030195 -7.601834, 112.027497 -7.598666, 112.024421 -7.596909, 112.020857 -7.597418, 112.020712 -7.598994, 112.019496 -7.603236, 112.012446 -7.602746, 112.012036 -7.602447, 112.009015 -7.601655, 112.007595 -7.603404, 112.004848 -7.607575, 112.000552 -7.61252, 111.995268 -7.616263, 111.990056 -7.623514, 111.989207 -7.627013))"
aplicares_1443,KLINIK ZAM ZAM HUSADA,B,"POLYGON((111.968079 -7.725268, 111.968505 -7.726218, 111.969097 -7.727105, 111.970024 -7.728274, 111.972809 -7.730787, 111.973083 -7.730841, 111.979095 -7.736714, 111.978654 -7.738335, 111.980597 -7.74269, 111.981562 -7.744786, 111.986698 -7.751576, 111.987626 -7.751769, 111.994367 -7.750298, 111.995347 -7.749315, 112.003038 -7.753526, 112.006206 -7.755223, 112.006351 -7.75526, 112.008403 -7.75394, 112.010347 -7.752285, 112.018073 -7.747774, 112.018388 -7.747824, 112.018407 -7.747827, 112.018724 -7.747873, 112.020106 -7.747198, 112.020402 -7.746628, 112.020449 -7.746315, 112.021286 -7.741054, 112.02406 -7.733167, 112.024435 -7.732478, 112.027949 -7.727306, 112.028183 -7.724202, 112.02498 -7.719282, 112.019254 -7.712692, 112.017137 -7.712063, 112.016021 -7.711651, 112.011166 -7.705217, 112.010161 -7.704112, 112.009064 -7.703536, 112.00308 -7.70083, 111.999985 -7.69899, 111.999159 -7.699336, 111.997655 -7.700449, 111.997333 -7.700726, 111.993927 -7.704649, 111.990793 -7.707991, 111.984128 -7.70801, 111.982517 -7.708115, 111.981681 -7.709076, 111.981519 -7.709498, 111.981339 -7.710845, 111.98138 -7.711487, 111.979854 -7.719262, 111.973535 -7.722646, 111.970756 -7.722723, 111.969612 -7.723577, 111.968101 -7.724976, 111.968079 -7.725268))"
aplicares_1444,KLINIK HIKMI MEDIKA,B,"POLYGON((112.028496 -7.675126, 112.028486 -7.675161, 112.026483 -7.681975, 112.026382 -7.682335, 112.027492 -7.688247, 112.026591 -7.691733, 112.030718 -7.698067, 112.032276 -7.699945, 112.037691 -7.702847, 112.039833 -7.70616, 112.04075 -7.708045, 112.043602 -7.709051, 112.044563 -7.709383, 112.045461 -7.708821, 112.045804 -7.708148, 112.054332 -7.705347, 112.055128 -7.707143, 112.055512 -7.707301, 112.057556 -7.706948, 112.064727 -7.706808, 112.066606 -7.706248, 112.074856 -7.703425, 112.076668 -7.702926, 112.080661 -7.695836, 112.080869 -7.695159, 112.080951 -7.694801, 112.08039 -7.693863, 112.078795 -7.692024, 112.078464 -7.691917, 112.076751 -7.691142, 112.074937 -7.683234, 112.076227 -7.680558, 112.079738 -7.674924, 112.080375 -7.674274, 112.080795 -7.673574, 112.080917 -7.673205, 112.081075 -7.672622, 112.078044 -7.670054, 112.075779 -7.668952, 112.072556 -7.662306, 112.071373 -7.6596, 112.068096 -7.65811, 112.064969 -7.65708, 112.057303 -7.655367, 112.050101 -7.660095, 112.044812 -7.661634, 112.037626 -7.666804, 112.035917 -7.669973, 112.030784 -7.673075, 112.028842 -7.674094, 112.028797 -7.674212, 112.028496 -7.675126))"
aplicares_1445,KLINIK NGUDI WALUYO,B,"POLYGON((111.926779 -7.527398, 111.928571 -7.529457, 111.931607 -7.532885, 111.932679 -7.533243, 111.932793 -7.533229, 111.934768 -7.532476, 111.934882 -7.53185, 111.937761 -7.527956, 111.94278 -7.527177, 111.946704 -7.534626, 111.944599 -7.538055, 111.9443 -7.539893, 111.943545 -7.543198, 111.94324 -7.544463, 111.944005 -7.546072, 111.944509 -7.546922, 111.949096 -7.549654, 111.952611 -7.548875, 111.954634 -7.547288, 111.961848 -7.544102, 111.965846 -7.548489, 111.969428 -7.548845, 111.972879 -7.547859, 111.981478 -7.546018, 111.986421 -7.542121, 111.98942 -7.538485, 111.994596 -7.536872, 111.994992 -7.533294, 111.992874 -7.533059, 111.991426 -7.532881, 111.989385 -7.532626, 111.985091 -7.526885, 111.986226 -7.523469, 111.981701 -7.518347, 111.981201 -7.517963, 111.97957 -7.516995, 111.978046 -7.517359, 111.977869 -7.517994, 111.977701 -7.518536, 111.977296 -7.519787, 111.97748 -7.526494, 111.974432 -7.528911, 111.968328 -7.52881, 111.965304 -7.528061, 111.960713 -7.528792, 111.95963 -7.528547, 111.956921 -7.520324, 111.956938 -7.52028, 111.956998 -7.520125, 111.957523 -7.519084, 111.958364 -7.518004, 111.962225 -7.51408, 111.962862 -7.513402, 111.963288 -7.512716, 111.96526 -7.510632, 111.965337 -7.510422, 111.963346 -7.507847, 111.957913 -7.504156, 111.954369 -7.504789, 111.949529 -7.510749, 111.94682 -7.510529, 111.944679 -7.510036, 111.938762 -7.51468, 111.937238 -7.515956, 111.937197 -7.516308, 111.937494 -7.518958, 111.934417 -7.524904, 111.930648 -7.525514, 111.929435 -7.525707, 111.928338 -7.525858, 111.928124 -7.525885, 111.926808 -7.527185, 111.926779 -7.527398))"
aplicares_1454,RSI AISYIYAH,R,"POLYGON((111.876744 -7.597734, 111.876768 -7.59834, 111.877419 -7.599867, 111.879464 -7.603441, 111.880424 -7.605456, 111.880549 -7.613576, 111.880473 -7.613958, 111.880121 -7.617014, 111.883631 -7.621653, 111.88811 -7.627684, 111.889349 -7.63141, 111.890568 -7.632958, 111.893689 -7.635404, 111.895863 -7.640369, 111.897853 -7.640971, 111.899602 -7.641486, 111.904134 -7.640507, 111.906497 -7.638715, 111.914039 -7.634441, 111.916721 -7.633493, 111.916782 -7.633274, 111.914657 -7.630895, 111.918243 -7.62393, 111.922919 -7.625899, 111.924364 -7.626652, 111.925154 -7.627044, 111.927399 -7.626207, 111.928066 -7.625305, 111.934732 -7.620014, 111.935688 -7.616543, 111.933133 -7.610968, 111.930966 -7.603039, 111.931677 -7.600843, 111.931743 -7.600228, 111.931155 -7.599441, 111.925886 -7.593282, 111.925025 -7.592271, 111.919996 -7.586106, 111.918824 -7.584309, 111.91822 -7.583821, 111.917559 -7.583784, 111.916907 -7.583793, 111.909481 -7.583235, 111.906617 -7.580299, 111.903017 -7.580245, 111.899302 -7.583578, 111.893371 -7.588809, 111.889813 -7.588263, 111.888901 -7.588303, 111.887518 -7.588697, 111.887353 -7.588951, 111.887067 -7.58978, 111.886981 -7.591349, 111.881213 -7.597393, 111.879049 -7.596626, 111.878628 -7.596476, 111.876797 -7.597579, 111.876744 -7.597734))"
aplicares_1455,KLINIK MATA EDC WARUJAYENG,S,"POLYGON((111.988593 -7.626864, 111.990601 -7.629144, 111.990826 -7.637349, 111.99048 -7.637998, 111.990411 -7.638515, 111.990649 -7.641794, 111.991157 -7.642637, 111.995299 -7.64859, 111.996643 -7.649532, 111.997257 -7.649671, 111.998496 -7.649143, 112.000275 -7.648863, 112.003615 -7.656856, 112.003598 -7.657073, 112.004119 -7.657898, 112.004923 -7.658962, 112.011315 -7.665131, 112.013561 -7.666308, 112.013799 -7.66632, 112.015603 -7.66427, 112.016916 -7.662742, 112.020993 -7.658681, 112.025569 -7.655789, 112.032507 -7.650734, 112.033882 -7.649802, 112.04148 -7.647011, 112.042853 -7.646173, 112.048599 -7.642354, 112.049664 -7.638915, 112.049309 -7.638325, 112.046564 -7.634288, 112.045885 -7.626579, 112.043862 -7.622552, 112.042288 -7.620625, 112.041891 -7.620518, 112.041399 -7.62042, 112.038059 -7.612094, 112.038086 -7.611729, 112.037091 -7.609759, 112.033945 -7.60801, 112.026292 -7.608976, 112.024327 -7.605158, 112.024039 -7.60222, 112.024074 -7.601823, 112.024079 -7.601567, 112.022321 -7.600264, 112.021714 -7.60023, 112.017667 -7.603397, 112.013061 -7.604706, 112.01089 -7.605487, 112.00881 -7.606893, 112.006997 -7.609675, 112.000286 -7.613349, 111.996727 -7.615705, 111.995979 -7.61635, 111.990753 -7.623171, 111.989251 -7.623302, 111.988593 -7.626864))"
aplicares_1456,KLINIK MATA AYU SIWI,S,"POLYGON((111.881653 -7.586342, 111.882027 -7.58815, 111.882397 -7.588388, 111.884153 -7.590425, 111.881061 -7.597339, 111.878857 -7.598695, 111.878822 -7.598851, 111.87986 -7.600733, 111.881095 -7.60305, 111.881431 -7.610088, 111.885929 -7.614859, 111.888409 -7.618088, 111.894004 -7.622671, 111.895247 -7.624322, 111.898046 -7.627705, 111.900395 -7.631799, 111.901295 -7.632081, 111.902666 -7.632507, 111.910361 -7.628879, 111.91112 -7.628885, 111.918449 -7.624062, 111.919691 -7.623103, 111.923021 -7.620814, 111.929075 -7.618326, 111.930509 -7.61522, 111.930596 -7.614368, 111.933077 -7.60596, 111.935546 -7.603391, 111.937009 -7.601879, 111.937092 -7.601411, 111.935796 -7.5998, 111.93332 -7.596831, 111.925163 -7.593411, 111.923984 -7.592907, 111.920077 -7.585813, 111.921226 -7.582401, 111.920198 -7.580415, 111.919213 -7.578609, 111.918911 -7.578519, 111.918609 -7.578426, 111.912023 -7.57739, 111.908505 -7.573752, 111.907782 -7.572506, 111.907538 -7.572338, 111.907072 -7.572085, 111.904761 -7.572351, 111.899102 -7.574784, 111.894837 -7.580062, 111.892454 -7.58125, 111.886319 -7.583612, 111.882441 -7.58563, 111.881718 -7.586131, 111.881653 -7.586342))"
aplicares_1479,Polkes 05.09.06 Caruban,B,"POLYGON((111.691642 -7.554221, 111.693715 -7.557116, 111.693987 -7.55736, 111.694904 -7.557723, 111.696009 -7.557496, 111.702206 -7.563783, 111.702222 -7.564849, 111.702389 -7.565812, 111.702582 -7.566453, 111.70603 -7.565418, 111.705806 -7.563808, 111.705988 -7.561594, 111.706086 -7.560671, 111.706245 -7.559898, 111.706658 -7.558602, 111.715258 -7.560722, 111.715491 -7.562752, 111.715818 -7.564746, 111.716148 -7.566758, 111.716498 -7.568717, 111.717083 -7.570814, 111.717419 -7.571825, 111.720835 -7.570688, 111.725997 -7.567987, 111.730841 -7.567834, 111.730888 -7.567485, 111.738998 -7.563955, 111.740142 -7.56594, 111.741051 -7.567391, 111.744102 -7.565479, 111.745045 -7.559532, 111.751409 -7.555935, 111.751761 -7.555915, 111.752432 -7.554214, 111.752845 -7.553093, 111.752493 -7.552784, 111.751556 -7.55232, 111.749186 -7.552016, 111.748281 -7.551871, 111.746614 -7.551701, 111.745454 -7.551548, 111.745017 -7.551512, 111.738748 -7.546838, 111.742032 -7.539849, 111.742087 -7.539818, 111.740831 -7.536522, 111.740765 -7.536506, 111.734562 -7.536103, 111.730962 -7.536103, 111.730962 -7.536483, 111.730939 -7.537405, 111.730919 -7.540198, 111.725462 -7.546488, 111.720807 -7.544731, 111.719734 -7.544425, 111.713725 -7.539728, 111.709961 -7.535359, 111.706464 -7.534507, 111.702066 -7.534467, 111.699069 -7.539248, 111.695986 -7.542755, 111.693051 -7.549607, 111.691498 -7.552855, 111.691642 -7.554221))"
aplicares_1480,POLIKLINIK DENKESYAH MADIUN,B,"POLYGON((111.520217 -7.622811, 111.517842 -7.631481, 111.517804 -7.631542, 111.516447 -7.634535, 111.516453 -7.634822, 111.516644 -7.638925, 111.517679 -7.644036, 111.52033 -7.64726, 111.523905 -7.653822, 111.525875 -7.658684, 111.526546 -7.659902, 111.526586 -7.659943, 111.534231 -7.664224, 111.537755 -7.665113, 111.543983 -7.665014, 111.548247 -7.666001, 111.548497 -7.665991, 111.551407 -7.664786, 111.551638 -7.664617, 111.555846 -7.66199, 111.564401 -7.660901, 111.564915 -7.661237, 111.56682 -7.659893, 111.566922 -7.659623, 111.566137 -7.657733, 111.566975 -7.649872, 111.56964 -7.649083, 111.57117 -7.648377, 111.571435 -7.647815, 111.572009 -7.646457, 111.572196 -7.645838, 111.572414 -7.644772, 111.571738 -7.639565, 111.571257 -7.634044, 111.570355 -7.63159, 111.569281 -7.629412, 111.569132 -7.629351, 111.564213 -7.625676, 111.562914 -7.619591, 111.562931 -7.617109, 111.558608 -7.613958, 111.556807 -7.610363, 111.555672 -7.608387, 111.55528 -7.608226, 111.55349 -7.608964, 111.54523 -7.607939, 111.544715 -7.607772, 111.542912 -7.609123, 111.535311 -7.611074, 111.530701 -7.61408, 111.524908 -7.617225, 111.521476 -7.620173, 111.520096 -7.622323, 111.520217 -7.622811))"
aplicares_1481,POLRES MADIUN,B,"POLYGON((111.495002 -7.644628, 111.494994 -7.646353, 111.495923 -7.648364, 111.496723 -7.649833, 111.498801 -7.658012, 111.496648 -7.659661, 111.496644 -7.659726, 111.497178 -7.665269, 111.499452 -7.66806, 111.502556 -7.670142, 111.502924 -7.669739, 111.503434 -7.66914, 111.503653 -7.668846, 111.503899 -7.668397, 111.504099 -7.667874, 111.505532 -7.665437, 111.513123 -7.66572, 111.514751 -7.667644, 111.518151 -7.668825, 111.520996 -7.675918, 111.520516 -7.677667, 111.52521 -7.680588, 111.528745 -7.681267, 111.533216 -7.681344, 111.534123 -7.681141, 111.536629 -7.680198, 111.539826 -7.677891, 111.546202 -7.676619, 111.548504 -7.675375, 111.549425 -7.670579, 111.55189 -7.663851, 111.55193 -7.663737, 111.551856 -7.66235, 111.550264 -7.655153, 111.549889 -7.650037, 111.548249 -7.64606, 111.545216 -7.638226, 111.543406 -7.634112, 111.542137 -7.632439, 111.535242 -7.629524, 111.532708 -7.628331, 111.532566 -7.628317, 111.53229 -7.628493, 111.523981 -7.631217, 111.516178 -7.626982, 111.514667 -7.626061, 111.514637 -7.62606, 111.508863 -7.628102, 111.507428 -7.628909, 111.506112 -7.629999, 111.505606 -7.630438, 111.505595 -7.630578, 111.505081 -7.639071, 111.498582 -7.640232, 111.498191 -7.640078, 111.497979 -7.640021, 111.495645 -7.641086, 111.495002 -7.644628))"
